#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,mean,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,server_id
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:13:00Z,14.213090909090909,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:14:00Z,14.972833333333336,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:15:00Z,14.61118181818182,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:16:00Z,14.811166666666665,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:17:00Z,16.87090909090909,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:18:00Z,18.164916666666667,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:19:00Z,18.291454545454545,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:20:00Z,18.59716666666667,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:21:00Z,18.931545454545454,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:22:00Z,18.5945,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:23:00Z,18.159636363636363,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:24:00Z,17.644416666666668,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:25:00Z,16.21609090909091,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:26:00Z,15.712416666666668,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:27:00Z,14.469363636363637,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:28:00Z,13.432166666666665,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:29:00Z,13.97081818181818,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:30:00Z,14.629272727272728,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:31:00Z,13.324750000000002,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:32:00Z,13.152363636363638,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:33:00Z,12.654916666666667,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:34:00Z,12.652727272727274,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:35:00Z,12.283583333333334,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:36:00Z,12.578636363636365,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:37:00Z,12.192583333333333,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:38:00Z,12.85918181818182,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:39:00Z,13.744916666666663,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:40:00Z,14.462272727272726,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:41:00Z,13.969916666666668,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:42:00Z,13.058727272727271,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:43:00Z,12.676499999999999,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:44:00Z,12.496999999999998,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:45:00Z,13.284666666666666,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:46:00Z,13.751,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:47:00Z,14.201083333333335,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:48:00Z,15.947272727272729,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:49:00Z,15.442499999999997,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:50:00Z,15.884249999999996,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:51:00Z,18.131272727272727,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:52:00Z,20.057083333333335,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:53:00Z,21.351727272727274,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:54:00Z,21.182166666666664,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:55:00Z,21.40472727272727,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:56:00Z,21.08425,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:57:00Z,21.401272727272726,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:58:00Z,20.742500000000003,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T14:59:00Z,21.065454545454546,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:00:00Z,21.893166666666662,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:01:00Z,21.633,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:02:00Z,21.324749999999998,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:03:00Z,19.614454545454546,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:04:00Z,19.137666666666664,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:05:00Z,19.77027272727273,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:06:00Z,19.26216666666667,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:07:00Z,20.767545454545456,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:08:00Z,20.61066666666667,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:09:00Z,20.066272727272725,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:10:00Z,20.07525,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:11:00Z,19.330583333333333,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:12:00Z,19.340636363636364,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:13:00Z,19.90416666666667,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:14:00Z,21.286818181818184,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:15:00Z,21.57375,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:16:00Z,20.029363636363637,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:17:00Z,18.029999999999998,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:18:00Z,16.010272727272728,value,temperature,server_1_taipei
,,0,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T15:19:00Z,15.379,value,temperature,server_1_taipei
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T12:51:00Z,18.903428571428574,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T12:52:00Z,19.7765,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T12:53:00Z,19.971818181818183,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T12:54:00Z,18.829666666666665,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T12:55:00Z,18.80336363636363,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T12:56:00Z,18.382833333333334,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T12:57:00Z,17.967909090909092,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T12:58:00Z,17.772750000000002,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T12:59:00Z,18.264545454545456,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T13:00:00Z,18.418000000000003,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T13:01:00Z,18.567636363636367,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T13:02:00Z,19.911166666666666,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T13:03:00Z,20.199727272727273,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T13:04:00Z,20.45,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T13:05:00Z,21.206249999999997,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T13:06:00Z,21.239272727272724,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T13:07:00Z,21.213416666666667,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T13:08:00Z,21.009818181818176,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T13:09:00Z,20.51875,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T13:10:00Z,20.391545454545454,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T13:11:00Z,20.072666666666667,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T13:12:00Z,19.139818181818182,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T13:13:00Z,19.499083333333335,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T13:14:00Z,19.152636363636365,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T13:15:00Z,19.482833333333332,value,temperature,server_2_tainan
,,1,2024-02-01T12:50:25.178190984Z,2024-02-01T15:50:25.178190984Z,2024-02-01T13:16:00Z,19.970909090909092,value,temperature,server_2_tainan
